macula_lemma	abbott_lemma	abbott_xml_id	strongs	matched
συναντάω				False
συναντιλαμβάνομαι				False
συναπάγομαι				False
συναποθνῄσκω				False
συναποστέλλω				False
συναπόλλυμαι				False
συναρμολογέομαι				False
συναρπάζω				False
συναυξάνομαι				False
συνδέομαι				False
συνδοξάζομαι				False
συνδρομή				False
συνείδησις				False
συνεγείρω				False
συνεισέρχομαι				False
συνεκλεκτός				False
συνεπιμαρτυρέω				False
συνεπιτίθεμαι				False
συνεργέω				False
συνεργός				False
συνεσθίω				False
συνετός				False
συνευδοκέω				False
συνευωχέομαι				False
συνεφίστημι				False
συνηλικιώτης				False
συνθάπτομαι				False
συνθλάομαι				False
συνθλίβω				False
συνθρύπτω				False
συνιστάνω				False
συνοδία				False
συνοδεύω				False
συνοικέω				False
συνοικοδομέω				False
συνομιλέω				False
συνομορέω				False
συνοράω				False
συνοχή				False
συντάσσω				False
συντέλεια				False
συντέμνω				False
συντίθεμαι				False
συντελέω				False
συντηρέω				False
συντρέχω				False
συντρίβω				False
συντυγχάνω				False
συντόμως				False
συνυποκρίνομαι				False
συνυπουργέω				False
συνωδίνω				False
συνωμοσία				False
συσπαράσσω				False
συστέλλω				False
συστατικός				False
συσταυρόομαι				False
συστενάζω				False
συστοιχέω				False
συστρέφω				False
συστρατιώτης				False
συστροφή				False
συσχηματίζομαι				False
σφάγιον				False
σφάζω				False
σφαγή				False
σφοδρῶς				False
σφραγίζω				False
σφραγίς				False
σφυδρόν				False
σφόδρα				False
σχίζω				False
σχίσμα				False
σχεδόν				False
σχοινίον				False
σχολάζω				False
σχολή				False
σχῆμα				False
σωματικός				False
σωματικῶς				False
σωρεύω				False
σωτήρ				False
σωτήριος				False
σωτηρία				False
σωφρονέω				False
σωφρονίζω				False
σωφρονισμός				False
σωφροσύνη				False
σωφρόνως				False
σός				False
σύ				False
σύγχυσις				False
σύζυγος				False
σύμβουλος				False
σύμμορφος				False
σύμφημι				False
σύμφορον				False
σύμφυτος				False
σύμφωνος				False
σύμψυχος				False
σύν				False
σύνδεσμος				False
σύνδουλος				False
σύνειμι				False
σύνεσις				False
σύνιημι				False
σύνοιδα				False
σύντριμμα				False
σύντροφος				False
σύρω				False
σύσσημον				False
σύσσωμος				False
σώφρων				False
σῖτος				False
σῦκον				False
σῴζω				False
σῶμα				False
τάγμα				False
τάλαντον				False
τάξις				False
τάραχος				False
τάσσω				False
τάφος				False
τάχα				False
τάχιον				False
τάχος				False
τέ				False
τέκνον				False
τέκτων				False
τέλειος				False
τέλος				False
τέρας				False
τέσσαρες				False
τέταρτος				False
τέχνη				False
τήκομαι				False
τήρησις				False
τίθημι				False
τίκτω				False
τίλλω				False
τίμιος				False
τίνω				False
τίς				False
τίτλος				False
τακτός				False
ταλαίπωρος				False
ταλαιπωρέω				False
ταλαιπωρία				False
ταλαντιαῖος				False
ταλιθα				False
ταμεῖον				False
ταπείνωσις				False
ταπεινοφροσύνη				False
ταπεινός				False
ταπεινόφρων				False
ταπεινόω				False
ταράσσω				False
ταρταρόω				False
ταφή				False
ταχέως				False
ταχινός				False
ταχύ				False
ταχύς				False
ταῦρος				False
τεκμήριον				False
τεκνίον				False
τεκνογονέω				False
τεκνογονία				False
τεκνοτροφέω				False
τελέω				False
τελείως				False
τελείωσις				False
τελειωτής				False
τελειότης				False
τελειόω				False
τελεσφορέω				False
τελευτάω				False
τελευτή				False
τελώνης				False
τελώνιον				False
τεσσαρεσκαιδέκατος				False
τεσσεράκοντα				False
τεσσερακονταετής				False
τεταρταῖος				False
τετράγωνος				False
τετράδιον				False
τετράμηνος				False
τετράπους				False
τετραάρχης				False
τετρααρχέω				False
τετρακισχίλιοι				False
τετρακόσιοι				False
τετραπλοῦς				False
τεφρόω				False
τεχνίτης				False
τεῖχος				False
τηλαυγῶς				False
τηλικοῦτος				False
τηρέω				False
τιμάω				False
τιμή				False
τιμιότης				False
τιμωρέω				False
τιμωρία				False
τις				False
τοίνυν				False
τοιγαροῦν				False
τοιοῦτος				False
τοιόσδε				False
τολμάω				False
τολμηρότερον				False
τολμητής				False
τομώτερος				False
τοπάζιον				False
τοσοῦτος				False
τοὐναντίον				False
τοὔνομα				False
τοῖχος				False
τράγος				False
τράπεζα				False
τράχηλος				False
τρέμω				False
τρέφω				False
τρέχω				False
τρίβολος				False
τρίβος				False
τρίζω				False
τρίμηνον				False
τρίς				False
τρίστεγον				False
τρίτον				False
τρίτος				False
τρίχινος				False
τραπεζίτης				False
τραυματίζω				False
τραχηλίζομαι				False
τραχύς				False
τραῦμα				False
τριάκοντα				False
τριακόσιοι				False
τριετία				False
τρισχίλιοι				False
τροπή				False
τροποφορέω				False
τροφή				False
τροφός				False
τροχιά				False
τροχός				False
τρυγάω				False
τρυγών				False
τρυμαλιά				False
τρυφάω				False
τρυφή				False
τρόμος				False
τρόπος				False
τρύβλιον				False
τρύπημα				False
τρώγω				False
τρῆμα				False
τυγχάνω				False
τυμπανίζω				False
τυπικῶς				False
τυφλός				False
τυφλόω				False
τυφωνικός				False
τυφόομαι				False
τόκος				False
τόξον				False
τόπος				False
τότε				False
τύπος				False
τύπτω				False
τύφομαι				False
υἱοθεσία				False
υἱός				False
φάγος				False
φάντασμα				False
φάραγξ				False
φάρμακον				False
φάρμακος				False
φάσις				False
φάσκω				False
φάτνη				False
φέγγος				False
φέρω				False
φήμη				False
φίλανδρος				False
φίλαυτος				False
φίλημα				False
φίλος				False
φαίνω				False
φαιλόνης				False
φανέρωσις				False
φανερός				False
φανερόω				False
φανερῶς				False
φαντάζομαι				False
φαντασία				False
φανός				False
φαρμακεία				False
φαρμακός				False
φαῦλος				False
φείδομαι				False
φειδομένως				False
φεύγω				False
φημί				False
φθάνω				False
φθέγγομαι				False
φθαρτός				False
φθείρω				False
φθινοπωρινός				False
φθονέω				False
φθορά				False
φθόγγος				False
φθόνος				False
φιάλη				False
φιλάγαθος				False
φιλάδελφος				False
φιλάργυρος				False
φιλέω				False
φιλήδονος				False
φιλία				False
φιλαδελφία				False
φιλανθρωπία				False
φιλανθρώπως				False
φιλαργυρία				False
φιλονεικία				False
φιλοξενία				False
φιλοπρωτεύω				False
φιλοσοφία				False
φιλοτιμέομαι				False
φιλοφρόνως				False
φιλόθεος				False
φιλόνεικος				False
φιλόξενος				False
φιλόσοφος				False
φιλόστοργος				False
φιλότεκνος				False
φιμόω				False
φλογίζω				False
φλυαρέω				False
φλόξ				False
φλύαρος				False
φοβέομαι				False
φοβερός				False
φονεύς				False
φονεύω				False
φορέω				False
φορτίζω				False
φορτίον				False
φράζω				False
φράσσω				False
φρέαρ				False
φρήν				False
φρίσσω				False
φραγέλλιον				False
φραγελλόω				False
φραγμός				False
φρεναπάτης				False
φρεναπατάω				False
φρονέω				False
φρονίμως				False
φροντίζω				False
φρουρέω				False
φρυάσσω				False
φρόνημα				False
φρόνησις				False
φρόνιμος				False
φρύγανον				False
φυγή				False
φυλάσσω				False
φυλή				False
φυλακή				False
φυλακίζω				False
φυλακτήριον				False
φυσίωσις				False
φυσικός				False
φυσικῶς				False
φυσιόω				False
φυτεία				False
φυτεύω				False
φωλεός				False
φωνέω				False
φωνή				False
φωστήρ				False
φωσφόρος				False
φωτίζω				False
φωτεινός				False
φωτισμός				False
φόβητρον				False
φόβος				False
φόνος				False
φόρος				False
φύλαξ				False
φύλλον				False
φύραμα				False
φύσις				False
φύω				False
φῶς				False
χάλαζα				False
χάραγμα				False
χάραξ				False
χάριν				False
χάρις				False
χάρισμα				False
χάρτης				False
χάσμα				False
χήρα				False
χίλιοι				False
χαίρω				False
χαλάω				False
χαλεπός				False
χαλιναγωγέω				False
χαλινός				False
χαλκίον				False
χαλκεύς				False
χαλκηδών				False
χαλκολίβανον				False
χαλκοῦς				False
χαλκός				False
χαμαί				False
χαρά				False
χαρίζομαι				False
χαρακτήρ				False
χαριτόω				False
χείμαρρος				False
χείρ				False
χείρων				False
χειμάζομαι				False
χειμών				False
χειραγωγέω				False
χειραγωγός				False
χειροποίητος				False
χειροτονέω				False
χειρόγραφον				False
χεῖλος				False
χιλίαρχος				False
χιλιάς				False
χιτών				False
χιών				False
χλαμύς				False
χλευάζω				False
χλιαρός				False
χλωρός				False
χολάω				False
χολή				False
χορηγέω				False
χορτάζω				False
χορός				False
χοϊκός				False
χοῖνιξ				False
χοῖρος				False
χοῦς				False
χράομαι				False
χρή				False
χρήσιμον				False
χρίω				False
χρεία				False
χρεοφειλέτης				False
χρηματίζω				False
χρηματισμός				False
χρηστεύομαι				False
χρηστολογία				False
χρηστός				False
χρηστότης				False
χρονίζω				False
χρονοτριβέω				False
χρυσίον				False
χρυσοδακτύλιος				False
χρυσοῦς				False
χρυσόλιθος				False
χρυσόπρασος				False
χρυσός				False
χρυσόω				False
χρόνος				False
χρύσεος				False
χρώς				False
χρῄζω				False
χρῆμα				False
χρῆσις				False
χρῖσμα				False
χωλός				False
χωρέω				False
χωρίζω				False
χωρίον				False
χωρίς				False
χόρτασμα				False
χόρτος				False
χώρα				False
χῶρος				False
ψάλλω				False
ψίξ				False
ψαλμός				False
ψευδάδελφος				False
ψευδής				False
ψευδαπόστολος				False
ψευδοδιδάσκαλος				False
ψευδολόγος				False
ψευδομαρτυρέω				False
ψευδομαρτυρία				False
ψευδοπροφήτης				False
ψευδόμαρτυς				False
ψευδόχριστος				False
ψευδώνυμος				False
ψεύδομαι				False
ψεύστης				False
ψεῦδος				False
ψεῦσμα				False
ψηλαφάω				False
ψηφίζω				False
ψιθυρισμός				False
ψιθυριστής				False
ψυχή				False
ψυχικός				False
ψυχρός				False
ψωμίζω				False
ψωμίον				False
ψύχομαι				False
ψώχω				False
ψῆφος				False
ψῦχος				False
ἀΐδιος				False
ἀήρ				False
ἀβαρής				False
ἀγάπη				False
ἀγέλη				False
ἀγαθοεργέω				False
ἀγαθοποιΐα				False
ἀγαθοποιέω				False
ἀγαθοποιός				False
ἀγαθουργέω				False
ἀγαθωσύνη				False
ἀγαθός				False
ἀγαλλίασις				False
ἀγαλλιάω				False
ἀγανάκτησις				False
ἀγανακτέω				False
ἀγαπάω				False
ἀγαπητός				False
ἀγγέλλω				False
ἀγγαρεύω				False
ἀγγελία				False
ἀγγεῖον				False
ἀγενής				False
ἀγενεαλόγητος				False
ἀγκάλη				False
ἀγνοέω				False
ἀγνωσία				False
ἀγνόημα				False
ἀγορά				False
ἀγοράζω				False
ἀγοραῖος				False
ἀγράμματος				False
ἀγραυλέω				False
ἀγρεύω				False
ἀγριέλαιος				False
ἀγρυπνέω				False
ἀγρυπνία				False
ἀγρός				False
ἀγωγή				False
ἀγωνία				False
ἀγωνίζομαι				False
ἀγών				False
ἀδάπανος				False
ἀδήλως				False
ἀδίκημα				False
ἀδίκως				False
ἀδελφή				False
ἀδελφός				False
ἀδελφότης				False
ἀδηλότης				False
ἀδημονέω				False
ἀδιάκριτος				False
ἀδιάλειπτος				False
ἀδιαλείπτως				False
ἀδικέω				False
ἀδικία				False
ἀδυνατέω				False
ἀδόκιμος				False
ἀδύνατος				False
ἀεί				False
ἀετός				False
ἀθέμιτος				False
ἀθέτησις				False
ἀθανασία				False
ἀθετέω				False
ἀθλέω				False
ἀθροίζω				False
ἀθυμέω				False
ἀθῷος				False
ἀκάθαρτος				False
ἀκάνθινος				False
ἀκέραιος				False
ἀκαίρως				False
ἀκαθαρσία				False
ἀκαιρέομαι				False
ἀκατάγνωστος				False
ἀκατάκριτος				False
ἀκατάλυτος				False
ἀκατάπαυστος				False
ἀκατάστατος				False
ἀκατακάλυπτος				False
ἀκαταστασία				False
ἀκλινής				False
ἀκμάζω				False
ἀκμήν				False
ἀκοή				False
ἀκολουθέω				False
ἀκούω				False
ἀκρίβεια				False
ἀκρίς				False
ἀκρασία				False
ἀκρατής				False
ἀκριβέστερον				False
ἀκριβής				False
ἀκριβόω				False
ἀκριβῶς				False
ἀκροατήριον				False
ἀκροατής				False
ἀκροβυστία				False
ἀκρογωνιαῖος				False
ἀκροθίνιον				False
ἀκυρόω				False
ἀκωλύτως				False
ἀλάβαστρον				False
ἀλάβαστρος				False
ἀλάλητος				False
ἀλέκτωρ				False
ἀλήθεια				False
ἀλήθω				False
ἀλίσγημα				False
ἀλαζονεία				False
ἀλαζών				False
ἀλαλάζω				False
ἀλείφω				False
ἀλεκτοροφωνία				False
ἀληθής				False
ἀληθεύω				False
ἀληθινός				False
ἀληθῶς				False
ἀλλά				False
ἀλλάσσω				False
ἀλλήλων				False
ἀλλαχοῦ				False
ἀλλαχόθεν				False
ἀλληγορέω				False
ἀλλογενής				False
ἀλλοτριεπίσκοπος				False
ἀλλότριος				False
ἀλλόφυλος				False
ἀλοάω				False
ἀλυπότερος				False
ἀλυσιτελής				False
ἀλόη				False
ἀλώπηξ				False
ἀμάραντος				False
ἀμάρτυρος				False
ἀμάω				False
ἀμέθυστος				False
ἀμέμπτως				False
ἀμέριμνος				False
ἀμήν				False
ἀμήτωρ				False
ἀμίαντος				False
ἀμαθής				False
ἀμαράντινος				False
ἀμελέω				False
ἀμετάθετος				False
ἀμετακίνητος				False
ἀμεταμέλητος				False
ἀμετανόητος				False
ἀμνός				False
ἀμοιβή				False
ἀμπελουργός				False
ἀμπελών				False
ἀμφίβληστρον				False
ἀμφιάζω				False
ἀμφιέννυμι				False
ἀμφιβάλλω				False
ἀμφότεροι				False
ἀμύνομαι				False
ἀμώμητος				False
ἀνά				False
ἀνάβλεψις				False
ἀνάγαιον				False
ἀνάγκη				False
ἀνάγνωσις				False
ἀνάγω				False
ἀνάδειξις				False
ἀνάθεμα				False
ἀνάκειμαι				False
ἀνάκρισις				False
ἀνάλημψις				False
ἀνάλυσις				False
ἀνάμνησις				False
ἀνάξιος				False
ἀνάπαυσις				False
ἀνάπηρος				False
ἀνάπτω				False
ἀνάστασις				False
ἀνάχυσις				False
ἀνάψυξις				False
ἀνέγκλητος				False
ἀνέκλειπτος				False
ἀνέλεος				False
ἀνένδεκτος				False
ἀνέρχομαι				False
ἀνέχομαι				False
ἀνήκω				False
ἀνήμερος				False
ἀνήρ				False
ἀνίημι				False
ἀνίστημι				False
ἀναίδεια				False
ἀναίρεσις				False
ἀναίτιος				False
ἀναβάλλομαι				False
ἀναβαίνω				False
ἀναβαθμός				False
ἀναβιβάζω				False
ἀναβλέπω				False
ἀναβοάω				False
ἀναβολή				False
ἀναγγέλλω				False
ἀναγεννάω				False
ἀναγινώσκω				False
ἀναγκάζω				False
ἀναγκαστῶς				False
ἀναγκαῖος				False
ἀναγνωρίζομαι				False
ἀναδέχομαι				False
ἀναδίδωμι				False
ἀναδείκνυμι				False
ἀναζάω				False
ἀναζητέω				False
ἀναζωπυρέω				False
ἀναζώννυμι				False
ἀναθάλλω				False
ἀναθεματίζω				False
ἀναθεωρέω				False
ἀναιρέω				False
ἀνακάμπτω				False
ἀνακαίνωσις				False
ἀνακαθίζω				False
ἀνακαινίζω				False
ἀνακαινόω				False
ἀνακαλύπτω				False
ἀνακεφαλαιόω				False
ἀνακλίνω				False
ἀνακράζω				False
ἀνακρίνω				False
ἀνακύπτω				False
ἀναλίσκω				False
ἀναλαμβάνω				False
ἀναλογία				False
ἀναλογίζομαι				False
ἀναλύω				False
ἀναμάρτητος				False
ἀναμένω				False
ἀναμιμνῄσκω				False
ἀνανήφω				False
ἀνανεόω				False
ἀναντίρρητος				False
ἀναντιρρήτως				False
ἀναξίως				False
ἀναπέμπω				False
ἀναπίπτω				False
ἀναπαύω				False
ἀναπείθω				False
ἀναπηδάω				False
ἀναπληρόω				False
ἀναπολόγητος				False
ἀναπτύσσω				False
ἀναρίθμητος				False
ἀνασείω				False
ἀνασκευάζω				False
ἀνασπάω				False
ἀναστατόω				False
ἀνασταυρόω				False
ἀναστενάζω				False
ἀναστρέφω				False
ἀναστροφή				False
ἀνατάσσομαι				False
ἀνατέλλω				False
ἀνατίθεμαι				False
ἀνατολή				False
ἀνατρέπω				False
ἀνατρέφω				False
ἀναφέρω				False
ἀναφαίνω				False
ἀναφωνέω				False
ἀναχωρέω				False
ἀναψύχω				False
ἀνδρίζομαι				False
ἀνδραποδιστής				False
ἀνδροφόνος				False
ἀνεκδιήγητος				False
ἀνεκλάλητος				False
ἀνεκτός				False
ἀνελεήμων				False
ἀνεμίζομαι				False
ἀνεξίκακος				False
ἀνεξεραύνητος				False
ἀνεξιχνίαστος				False
ἀνεπίλημπτος				False
ἀνεπαίσχυντος				False
ἀνετάζω				False
ἀνευρίσκω				False
ἀνεψιός				False
ἀνεύθετος				False
ἀνθίστημι				False
ἀνθομολογέομαι				False
ἀνθρακιά				False
ἀνθρωπάρεσκος				False
ἀνθρωποκτόνος				False
ἀνθρώπινος				False
ἀνθύπατος				False
ἀνοίγω				False
ἀνοικοδομέω				False
ἀνομία				False
ἀνορθόω				False
ἀνοχή				False
ἀντάλλαγμα				False
ἀντέχομαι				False
ἀντί				False
ἀντίδικος				False
ἀντίθεσις				False
ἀντίκειμαι				False
ἀντίλημψις				False
ἀντίλυτρον				False
ἀντίτυπος				False
ἀντίχριστος				False
ἀνταγωνίζομαι				False
ἀνταναπληρόω				False
ἀνταποδίδωμι				False
ἀνταποκρίνομαι				False
ἀνταπόδομα				False
ἀνταπόδοσις				False
ἀντιβάλλω				False
ἀντιδιατίθεμαι				False
ἀντικαθίστημι				False
ἀντικαλέω				False
ἀντιλέγω				False
ἀντιλαμβάνομαι				False
ἀντιλογία				False
ἀντιλοιδορέω				False
ἀντιμετρέω				False
ἀντιμισθία				False
ἀντιπέρα				False
ἀντιπίπτω				False
ἀντιπαρέρχομαι				False
ἀντιστρατεύομαι				False
ἀντιτάσσομαι				False
ἀντλέω				False
ἀντοφθαλμέω				False
ἀνυπόκριτος				False
ἀνυπότακτος				False
ἀνωτερικός				False
ἀνωφελής				False
ἀνόητος				False
ἀνόμως				False
ἀνόσιος				False
ἀνώτερον				False
ἀνώτερος				False
ἀξίνη				False
ἀξίως				False
ἀξιόω				False
ἀπάγχομαι				False
ἀπάγω				False
ἀπάντησις				False
ἀπάτη				False
ἀπάτωρ				False
ἀπέκδυσις				False
ἀπέναντι				False
ἀπέραντος				False
ἀπέρχομαι				False
ἀπέχω				False
ἀπαίδευτος				False
ἀπαίρω				False
ἀπαγγέλλω				False
ἀπαιτέω				False
ἀπαλγέω				False
ἀπαλλάσσω				False
ἀπαλλοτριόομαι				False
ἀπαντάω				False
ἀπαράβατος				False
ἀπαρασκεύαστος				False
ἀπαρνέομαι				False
ἀπαρτισμός				False
ἀπαρχή				False
ἀπατάω				False
ἀπαύγασμα				False
ἀπείθεια				False
ἀπείραστος				False
ἀπειθέω				False
ἀπειθής				False
ἀπειλέω				False
ἀπειλή				False
ἀπεκδέχομαι				False
ἀπεκδύομαι				False
ἀπελαύνω				False
ἀπελεγμός				False
ἀπελεύθερος				False
ἀπελπίζω				False
ἀπερίτμητος				False
ἀπερισπάστως				False
ἀπεῖπον				False
ἀπιστέω				False
ἀπιστία				False
ἀποβάλλω				False
ἀποβαίνω				False
ἀποβλέπω				False
ἀποβολή				False
ἀπογίνομαι				False
ἀπογράφω				False
ἀπογραφή				False
ἀποδέχομαι				False
ἀποδίδωμι				False
ἀποδείκνυμι				False
ἀποδεκατόω				False
ἀποδημέω				False
ἀποδιορίζω				False
ἀποδοκιμάζω				False
ἀποδοχή				False
ἀποθήκη				False
ἀποθησαυρίζω				False
ἀποθλίβω				False
ἀποθνῄσκω				False
ἀποκάλυψις				False
ἀποκαθίστημι				False
ἀποκαλύπτω				False
ἀποκαραδοκία				False
ἀποκατάστασις				False
ἀποκαταλλάσσω				False
ἀποκεφαλίζω				False
ἀποκλείω				False
ἀποκρίνομαι				False
ἀποκρύπτω				False
ἀποκτείνω				False
ἀποκυέω				False
ἀποκυλίω				False
ἀποκόπτω				False
ἀπολαμβάνω				False
ἀπολείπω				False
ἀπολογέομαι				False
ἀπολογία				False
ἀπολούομαι				False
ἀπολύτρωσις				False
ἀπολύω				False
ἀπομάσσομαι				False
ἀπονέμω				False
ἀπονίπτω				False
ἀποπίπτω				False
ἀποπλέω				False
ἀποπλανάω				False
ἀποπνίγω				False
ἀπορέω				False
ἀπορία				False
ἀπορίπτω				False
ἀπορφανίζω				False
ἀποσκίασμα				False
ἀποσπάω				False
ἀποστάσιον				False
ἀποστέλλω				False
ἀποστασία				False
ἀποστεγάζω				False
ἀποστερέω				False
ἀποστολή				False
ἀποστοματίζω				False
ἀποστρέφω				False
ἀποστυγέω				False
ἀποσυνάγωγος				False
ἀποτάσσομαι				False
ἀποτίθημι				False
ἀποτίνω				False
ἀποτελέω				False
ἀποτινάσσω				False
ἀποτολμάω				False
ἀποτομία				False
ἀποτρέπομαι				False
ἀποτόμως				False
ἀπουσία				False
ἀποφέρω				False
ἀποφεύγω				False
ἀποφθέγγομαι				False
ἀποφορτίζομαι				False
ἀποχωρέω				False
ἀποχωρίζομαι				False
ἀποψύχω				False
ἀπροσωπολήμπτως				False
ἀπρόσιτος				False
ἀπρόσκοπος				False
ἀπωθέομαι				False
ἀπό				False
ἀπόβλητος				False
ἀπόδειξις				False
ἀπόδεκτος				False
ἀπόδημος				False
ἀπόθεσις				False
ἀπόκειμαι				False
ἀπόκριμα				False
ἀπόκρισις				False
ἀπόκρυφος				False
ἀπόλαυσις				False
ἀπόλλυμι				False
ἀπόστολος				False
ἀπόχρησις				False
ἀπώλεια				False
ἀρά				False
ἀρέσκω				False
ἀρήν				False
ἀργέω				False
ἀργυροκόπος				False
ἀργυροῦς				False
ἀργός				False
ἀργύριον				False
ἀρεσκεία				False
ἀρεστός				False
ἀρετή				False
ἀριθμέω				False
ἀριθμός				False
ἀριστάω				False
ἀριστερός				False
ἀρκέω				False
ἀρκετός				False
ἀρνέομαι				False
ἀρνίον				False
ἀροτριάω				False
ἀρραβών				False
ἀρσενοκοίτης				False
ἀρτέμων				False
ἀρτιγέννητος				False
ἀρτύω				False
ἀρχάγγελος				False
ἀρχή				False
ἀρχαῖος				False
ἀρχηγός				False
ἀρχιερατικός				False
ἀρχιερεύς				False
ἀρχιποίμην				False
ἀρχισυνάγωγος				False
ἀρχιτέκτων				False
ἀρχιτελώνης				False
ἀρχιτρίκλινος				False
ἀσάλευτος				False
ἀσέβεια				False
ἀσέλγεια				False
ἀσεβέω				False
ἀσεβής				False
ἀσθένεια				False
ἀσθένημα				False
ἀσθενέω				False
ἀσθενής				False
ἀσιτία				False
ἀσκέω				False
ἀσκός				False
ἀσμένως				False
ἀσπάζομαι				False
ἀσπίς				False
ἀσπασμός				False
ἀσσάριον				False
ἀστήρ				False
ἀστήρικτος				False
ἀστατέω				False
ἀστεῖος				False
ἀστοχέω				False
ἀστράπτω				False
ἀστραπή				False
ἀσφάλεια				False
ἀσφαλής				False
ἀσφαλίζω				False
ἀσφαλῶς				False
ἀσχήμων				False
ἀσχημονέω				False
ἀσχημοσύνη				False
ἀσωτία				False
ἀσύμφωνος				False
ἀσύνετος				False
ἀσύνθετος				False
ἀσώτως				False
ἀτάκτως				False
ἀτακτέω				False
ἀτενίζω				False
ἀτιμάζω				False
ἀτιμία				False
ἀτμίς				False
ἀφίημι				False
ἀφίσταμαι				False
ἀφαιρέω				False
ἀφανής				False
ἀφανίζω				False
ἀφανισμός				False
ἀφεδρών				False
ἀφειδία				False
ἀφελότης				False
ἀφθαρσία				False
ἀφθορία				False
ἀφικνέομαι				False
ἀφιλάγαθος				False
ἀφιλάργυρος				False
ἀφομοιόω				False
ἀφοράω				False
ἀφορίζω				False
ἀφορμή				False
ἀφρίζω				False
ἀφροσύνη				False
ἀφρός				False
ἀφυπνόω				False
ἀφυστερέω				False
ἀφόβως				False
ἀχάριστος				False
ἀχειροποίητος				False
ἀχλύς				False
ἀχρειόομαι				False
ἀχρεῖος				False
ἀψευδής				False
ἀόρατος				False
ἁγιάζω				False
ἁγιασμός				False
ἁγιωσύνη				False
ἁγιότης				False
ἁγνίζω				False
ἁγνεία				False
ἁγνισμός				False
ἁγνός				False
ἁγνότης				False
ἁγνῶς				False
ἁδρότης				False
ἁλίζω				False
ἁλιεύς				False
ἁλιεύω				False
ἁλληλουϊά				False
ἁλυκός				False
ἁμάρτημα				False
ἁμαρτάνω				False
ἁμαρτία				False
ἁμαρτωλός				False
ἁπαλός				False
ἁπλοῦς				False
ἁπλότης				False
ἁπλῶς				False
ἁρμόζομαι				False
ἁρμός				False
ἁρπάζω				False
ἁρπαγή				False
ἁρπαγμός				False
ἁφή				False
ἄβυσσος				False
ἄγαμος				False
ἄγγελος				False
ἄγγος				False
ἄγε				False
ἄγκιστρον				False
ἄγκυρα				False
ἄγναφος				False
ἄγνοια				False
ἄγνωστος				False
ἄγρα				False
ἄγριος				False
ἄγω				False
ἄδηλος				False
ἄδικος				False
ἄδολος				False
ἄζυμος				False
ἄθεος				False
ἄθεσμος				False
ἄθλησις				False
ἄκακος				False
ἄκανθα				False
ἄκαρπος				False
ἄκρατος				False
ἄκρον				False
ἄκων				False
ἄλαλος				False
ἄλευρον				False
ἄλλος				False
ἄλλως				False
ἄλογος				False
ἄμαχος				False
ἄμεμπτος				False
ἄμετρος				False
ἄμμος				False
ἄμπελος				False
ἄμφοδον				False
ἄμωμον				False
ἄμωμος				False
ἄν				False
ἄναλος				False
ἄνεμος				False
ἄνεσις				False
ἄνευ				False
ἄνηθον				False
ἄνθος				False
ἄνθραξ				False
ἄνθρωπος				False
ἄνιπτος				False
ἄνοια				False
ἄνοιξις				False
ἄνομος				False
ἄντικρυς				False
ἄντλημα				False
ἄνυδρος				False
ἄνω				False
ἄνωθεν				False
ἄξιος				False
ἄπειμι				False
ἄπειρος				False
ἄπιστος				False
ἄπταιστος				False
ἄρα				False
ἄραφος				False
ἄργυρος				False
ἄριστον				False
ἄρκος				False
ἄροτρον				False
ἄρρητος				False
ἄρρωστος				False
ἄρσην				False
ἄρτι				False
ἄρτιος				False
ἄρτος				False
ἄρχω				False
ἄρχων				False
ἄρωμα				False
ἄσβεστος				False
ἄσημος				False
ἄσιτος				False
ἄσοφος				False
ἄσπιλος				False
ἄσπονδος				False
ἄστοργος				False
ἄστρον				False
ἄτακτος				False
ἄτεκνος				False
ἄτερ				False
ἄτιμος				False
ἄτομος				False
ἄτοπος				False
ἄφαντος				False
ἄφεσις				False
ἄφθαρτος				False
ἄφιξις				False
ἄφνω				False
ἄφρων				False
ἄφωνος				False
ἄχρηστος				False
ἄχρι				False
ἄχρις				False
ἄχυρον				False
ἄψινθος				False
ἄψυχος				False
ἅγιος				False
ἅλα				False
ἅλας				False
ἅλλομαι				False
ἅλυσις				False
ἅλων				False
ἅλωσις				False
ἅμα				False
ἅπαξ				False
ἅπας				False
ἅπτω				False
ἅρμα				False
ἅρπαξ				False
ἆρα				False
ἆσσον				False
Ἀαρών				False
Ἀβαδδών				False
Ἀβιά				False
Ἀβιαθάρ				False
Ἀβιληνή				False
Ἀβιούδ				False
Ἀβραάμ				False
Ἀγρίππας				False
Ἀδάμ				False
Ἀδδί				False
Ἀδμίν				False
Ἀδρίας				False
Ἀδραμυττηνός				False
Ἀζώρ				False
Ἀθηναῖος				False
Ἀθῆναι				False
Ἀκύλας				False
Ἀλέξανδρος				False
Ἀλεξανδρεύς				False
Ἀλεξανδρῖνος				False
Ἀμιναδάβ				False
Ἀμπλιᾶτος				False
Ἀμφίπολις				False
Ἀμώς				False
Ἀνδρέας				False
Ἀνδρόνικος				False
Ἀντιοχεύς				False
Ἀντιπατρίς				False
Ἀντιπᾶς				False
Ἀντιόχεια				False
Ἀπελλῆς				False
Ἀπολλωνία				False
Ἀπολλύων				False
Ἀπολλῶς				False
Ἀππίου				False
Ἀπφία				False
Ἀράμ				False
Ἀρίσταρχος				False
Ἀραβία				False
Ἀρεοπαγίτης				False
Ἀριστόβουλος				False
